produto,produto_nome,ocorrencias,rotulo
"273502 | TAMPA PROTETORA USO MÉDICO, APLICAÇÃO:P/ CONECTOR LUER LOCK DESCARTÁVEL, ESTERILIDADE:ESTÉRIL, EMBALAGEM INDIVIDUAL","273502 | TAMPA PROTETORA USO MÉDICO, APLICAÇÃO:P/ CONECTOR LUER LOCK DESCARTÁVEL, ESTERILIDADE:ESTÉRIL, EMBALAGEM INDIVIDUAL",7,"273502 | TAMPA PROTETORA USO MÉDICO, APLICAÇÃO:P/ CONEC [P1152]"
"273553 | MELOXICAM, CONCENTRAÇÃO:7,5 MG","273553 | MELOXICAM, CONCENTRAÇÃO:7,5 MG",26,"273553 | MELOXICAM, CONCENTRAÇÃO:7,5 MG [P1153]"
"273554 | MELOXICAM, CONCENTRAÇÃO:15 MG","273554 | MELOXICAM, CONCENTRAÇÃO:15 MG",195,"273554 | MELOXICAM, CONCENTRAÇÃO:15 MG [P1154]"
"273555 | MELOXICAM, CONCENTRAÇÃO:10 MG/ML, APRESENTAÇÃO:SOLUÇÃO INJETÁVEL","273555 | MELOXICAM, CONCENTRAÇÃO:10 MG/ML, APRESENTAÇÃO:SOLUÇÃO INJETÁVEL",39,"273555 | MELOXICAM, CONCENTRAÇÃO:10 MG/ML, APRESENTAÇÃO [P1155]"
"273579 | DIFENIDRAMINA CLORIDRATO, COMPOSIÇÃO:COM PARACETAMOL, PSEUDOEFEDRINA E DROPROPIZINA, CONCENTRAÇÃO:1,5MG + 12MG + 1,5MG + 1,5MG/ML, USO:XAROPE","273579 | DIFENIDRAMINA CLORIDRATO, COMPOSIÇÃO:COM PARACETAMOL, PSEUDOEFEDRINA E DROPROPIZINA, CONCENTRAÇÃO:1,5MG + 12MG + 1,5MG + 1,5MG/ML, USO:XAROPE",1,"273579 | DIFENIDRAMINA CLORIDRATO, COMPOSIÇÃO:COM PARAC [P1156]"
"273582 | PROPRANOLOL CLORIDRATO, DOSAGEM:1 MG/ML, APRESENTAÇÃO:SOLUÇÃO INJETÁVEL","273582 | PROPRANOLOL CLORIDRATO, DOSAGEM:1 MG/ML, APRESENTAÇÃO:SOLUÇÃO INJETÁVEL",1,"273582 | PROPRANOLOL CLORIDRATO, DOSAGEM:1 MG/ML, APRES [P1157]"
"273589 | PROPILTIOURACIL, DOSAGEM:100 MG","273589 | PROPILTIOURACIL, DOSAGEM:100 MG",93,"273589 | PROPILTIOURACIL, DOSAGEM:100 MG [P1158]"
"273593 | VIOLETA DE GENCIANA, COMPOSIÇÃO:SOLUÇÃO À 1%, APRESENTAÇÃO:USO TÓPICO","273593 | VIOLETA DE GENCIANA, COMPOSIÇÃO:SOLUÇÃO À 1%, APRESENTAÇÃO:USO TÓPICO",1,"273593 | VIOLETA DE GENCIANA, COMPOSIÇÃO:SOLUÇÃO À 1%,  [P1159]"
"273597 | TIORIDAZINA CLORIDRATO, CONCENTRAÇÃO:25 MG","273597 | TIORIDAZINA CLORIDRATO, CONCENTRAÇÃO:25 MG",29,"273597 | TIORIDAZINA CLORIDRATO, CONCENTRAÇÃO:25 MG [P1160]"
"273598 | TIORIDAZINA CLORIDRATO, CONCENTRAÇÃO:10 MG","273598 | TIORIDAZINA CLORIDRATO, CONCENTRAÇÃO:10 MG",5,"273598 | TIORIDAZINA CLORIDRATO, CONCENTRAÇÃO:10 MG [P1161]"
"273599 | TERBINAFINA CLORIDRATO, CONCENTRAÇÃO:250 MG","273599 | TERBINAFINA CLORIDRATO, CONCENTRAÇÃO:250 MG",9,"273599 | TERBINAFINA CLORIDRATO, CONCENTRAÇÃO:250 MG [P1162]"
"273604 | TERBINAFINA CLORIDRATO, CONCENTRAÇÃO:10 MG/G, APRESENTAÇÃO:CREME","273604 | TERBINAFINA CLORIDRATO, CONCENTRAÇÃO:10 MG/G, APRESENTAÇÃO:CREME",4,"273604 | TERBINAFINA CLORIDRATO, CONCENTRAÇÃO:10 MG/G,  [P1163]"
"273621 | SULFATO FERROSO, DOSAGEM FERRO:300 MG","273621 | SULFATO FERROSO, DOSAGEM FERRO:300 MG",5,"273621 | SULFATO FERROSO, DOSAGEM FERRO:300 MG [P1164]"
"273626 | FENOBARBITAL SÓDICO, DOSAGEM:50 MG","273626 | FENOBARBITAL SÓDICO, DOSAGEM:50 MG",4,"273626 | FENOBARBITAL SÓDICO, DOSAGEM:50 MG [P1165]"
"273659 | MESNA, CONCENTRAÇÃO:100 MG/ML, TIPO MEDICAMENTO:SOLUÇÃO INJETÁVEL","273659 | MESNA, CONCENTRAÇÃO:100 MG/ML, TIPO MEDICAMENTO:SOLUÇÃO INJETÁVEL",6,"273659 | MESNA, CONCENTRAÇÃO:100 MG/ML, TIPO MEDICAMENT [P1166]"
"273664 | MESNA, CONCENTRAÇÃO:400 MG","273664 | MESNA, CONCENTRAÇÃO:400 MG",3,"273664 | MESNA, CONCENTRAÇÃO:400 MG [P1167]"
"273690 | METILCELULOSE, CONCENTRAÇÃO:2%, TIPO MEDICAMENTO:SOLUÇÃO OFTÁLMICA","273690 | METILCELULOSE, CONCENTRAÇÃO:2%, TIPO MEDICAMENTO:SOLUÇÃO OFTÁLMICA",3,"273690 | METILCELULOSE, CONCENTRAÇÃO:2%, TIPO MEDICAMEN [P1168]"
"273691 | METILCELULOSE, CONCENTRAÇÃO:0,5%, TIPO MEDICAMENTO:SOLUÇÃO OFTÁLMICA","273691 | METILCELULOSE, CONCENTRAÇÃO:0,5%, TIPO MEDICAMENTO:SOLUÇÃO OFTÁLMICA",1,"273691 | METILCELULOSE, CONCENTRAÇÃO:0,5%, TIPO MEDICAM [P1169]"
"273693 | METILCELULOSE, CONCENTRAÇÃO:4%, TIPO MEDICAMENTO:SOLUÇÃO OFTÁLMICA","273693 | METILCELULOSE, CONCENTRAÇÃO:4%, TIPO MEDICAMENTO:SOLUÇÃO OFTÁLMICA",1,"273693 | METILCELULOSE, CONCENTRAÇÃO:4%, TIPO MEDICAMEN [P1170]"
"273694 | METILCELULOSE, CONCENTRAÇÃO:2%, TIPO MEDICAMENTO:SOLUÇÃO INTRA-OCULAR","273694 | METILCELULOSE, CONCENTRAÇÃO:2%, TIPO MEDICAMENTO:SOLUÇÃO INTRA-OCULAR",1,"273694 | METILCELULOSE, CONCENTRAÇÃO:2%, TIPO MEDICAMEN [P1171]"
"273700 | TIAMAZOL, DOSAGEM:5 MG","273700 | TIAMAZOL, DOSAGEM:5 MG",84,"273700 | TIAMAZOL, DOSAGEM:5 MG [P1172]"
"273702 | NAPROXENO, DOSAGEM:250 MG","273702 | NAPROXENO, DOSAGEM:250 MG",3,"273702 | NAPROXENO, DOSAGEM:250 MG [P1173]"
"273703 | NAPROXENO, DOSAGEM:500 MG","273703 | NAPROXENO, DOSAGEM:500 MG",60,"273703 | NAPROXENO, DOSAGEM:500 MG [P1174]"
"273704 | NAPROXENO, DOSAGEM:275 MG","273704 | NAPROXENO, DOSAGEM:275 MG",2,"273704 | NAPROXENO, DOSAGEM:275 MG [P1175]"
"273705 | NAPROXENO, DOSAGEM:550 MG","273705 | NAPROXENO, DOSAGEM:550 MG",13,"273705 | NAPROXENO, DOSAGEM:550 MG [P1176]"
"273706 | NARATRIPTANA CLORIDRATO, DOSAGEM:2,5 MG","273706 | NARATRIPTANA CLORIDRATO, DOSAGEM:2,5 MG",17,"273706 | NARATRIPTANA CLORIDRATO, DOSAGEM:2,5 MG [P1177]"
"273710 | NIMESULIDA, DOSAGEM:100 MG","273710 | NIMESULIDA, DOSAGEM:100 MG",735,"273710 | NIMESULIDA, DOSAGEM:100 MG [P1178]"
"273711 | NIMESULIDA, DOSAGEM:50 MG/ML, APRESENTAÇÃO:SOLUÇÃO ORAL - GOTAS","273711 | NIMESULIDA, DOSAGEM:50 MG/ML, APRESENTAÇÃO:SOLUÇÃO ORAL - GOTAS",333,"273711 | NIMESULIDA, DOSAGEM:50 MG/ML, APRESENTAÇÃO:SOL [P1179]"
"273712 | NIMESULIDA, DOSAGEM:10MG/ML, APRESENTAÇÃO:SUSPENSÃO ORAL","273712 | NIMESULIDA, DOSAGEM:10MG/ML, APRESENTAÇÃO:SUSPENSÃO ORAL",5,"273712 | NIMESULIDA, DOSAGEM:10MG/ML, APRESENTAÇÃO:SUSP [P1180]"
"273717 | FENTICONAZOL NITRATO, DOSAGEM:2%, TIPO MEDICAMENTO:CREME VAGINAL + APLICADORES","273717 | FENTICONAZOL NITRATO, DOSAGEM:2%, TIPO MEDICAMENTO:CREME VAGINAL + APLICADORES",2,"273717 | FENTICONAZOL NITRATO, DOSAGEM:2%, TIPO MEDICAM [P1181]"
"273718 | FENTICONAZOL NITRATO, DOSAGEM:600MG, TIPO MEDICAMENTO:ÓVULO VAGINAL + APLICADORES","273718 | FENTICONAZOL NITRATO, DOSAGEM:600MG, TIPO MEDICAMENTO:ÓVULO VAGINAL + APLICADORES",1,"273718 | FENTICONAZOL NITRATO, DOSAGEM:600MG, TIPO MEDI [P1182]"
"273719 | NITROPRUSSETO DE SÓDIO, DOSAGEM:50 MG, TIPO MEDICAMENTO:INJETÁVEL","273719 | NITROPRUSSETO DE SÓDIO, DOSAGEM:50 MG, TIPO MEDICAMENTO:INJETÁVEL",286,"273719 | NITROPRUSSETO DE SÓDIO, DOSAGEM:50 MG, TIPO ME [P1183]"
"273745 | FIXADOR TUBO OROTRAQUEAL, MATERIAL:CADARÇO DE ALGODÃO, LARGURA:1 CM","273745 | FIXADOR TUBO OROTRAQUEAL, MATERIAL:CADARÇO DE ALGODÃO, LARGURA:1 CM",8,"273745 | FIXADOR TUBO OROTRAQUEAL, MATERIAL:CADARÇO DE  [P1184]"
"273791 | APARELHO ELETROESTIMULADOR NEUROMUSCULAR, COMPONENTES:4 ELETRODOS,1 CANETA ESTIMULAÇÃO PONTUAL, ADICIONAIS:1 CABO SAÍDA,MANUAL DE FUNCIONAMENTO E USUÁRIO, DIMENSÕES:31,7 X 6,8 X 21,2(LXAXP) 1,90 X 0,60 X 0,80(CXLXH), PESO:1,6 KG, CORRENTE:GALVANO FARADICA ESTIMULADOR, ALIMENTAÇÃO:110/220V, FREQUÊNCIA:50/60HZ, CONSUMO MÁXIMO:CONSUMO MÁXIMO 30W, GARANTIA:GARANTIA E ASSISTÊNCIA TÉCNICA","273791 | APARELHO ELETROESTIMULADOR NEUROMUSCULAR, COMPONENTES:4 ELETRODOS,1 CANETA ESTIMULAÇÃO PONTUAL, ADICIONAIS:1 CABO SAÍDA,MANUAL DE FUNCIONAMENTO E USUÁRIO, DIMENSÕES:31,7 X 6,8 X 21,2(LXAXP) 1,90 X 0,60 X 0,80(CXLXH), PESO:1,6 KG, CORRENTE:GALVANO FARADICA ESTIMULADOR, ALIMENTAÇÃO:110/220V, FREQUÊNCIA:50/60HZ, CONSUMO MÁXIMO:CONSUMO MÁXIMO 30W, GARANTIA:GARANTIA E ASSISTÊNCIA TÉCNICA",1,"273791 | APARELHO ELETROESTIMULADOR NEUROMUSCULAR, COMP [P1185]"
"273810 | OLANZAPINA, DOSAGEM:2,5 MG","273810 | OLANZAPINA, DOSAGEM:2,5 MG",62,"273810 | OLANZAPINA, DOSAGEM:2,5 MG [P1186]"
"273817 | DIOSMINA, CONCENTRAÇÃO:150MG","273817 | DIOSMINA, CONCENTRAÇÃO:150MG",2,"273817 | DIOSMINA, CONCENTRAÇÃO:150MG [P1187]"
"273818 | DIOSMINA, COMPOSIÇÃO:ASSOCIADA À HESPERIDINA, CONCENTRAÇÃO:450MG + 50MG","273818 | DIOSMINA, COMPOSIÇÃO:ASSOCIADA À HESPERIDINA, CONCENTRAÇÃO:450MG + 50MG",518,"273818 | DIOSMINA, COMPOSIÇÃO:ASSOCIADA À HESPERIDINA,  [P1188]"
"273820 | SILDENAFILA, COMPOSIÇÃO:SAL CITRATO, CONCENTRAÇÃO:25 MG","273820 | SILDENAFILA, COMPOSIÇÃO:SAL CITRATO, CONCENTRAÇÃO:25 MG",32,"273820 | SILDENAFILA, COMPOSIÇÃO:SAL CITRATO, CONCENTRA [P1189]"
"273821 | SILDENAFILA, COMPOSIÇÃO:SAL CITRATO, CONCENTRAÇÃO:50 MG","273821 | SILDENAFILA, COMPOSIÇÃO:SAL CITRATO, CONCENTRAÇÃO:50 MG",50,"273821 | SILDENAFILA, COMPOSIÇÃO:SAL CITRATO, CONCENTRA [P1190]"
"273830 | CITIDINA, PRINCÍPIO ATIVO:5-MONOFOSFATO, ASSOCIADA COM URIDINA 5-TRIFOSFATO, COMPOSIÇÃO:E COM HIDROXICOBALAMINA ACETATO, CONCENTRAÇÃO:2,5MG + 1,5MG + 1MG","273830 | CITIDINA, PRINCÍPIO ATIVO:5-MONOFOSFATO, ASSOCIADA COM URIDINA 5-TRIFOSFATO, COMPOSIÇÃO:E COM HIDROXICOBALAMINA ACETATO, CONCENTRAÇÃO:2,5MG + 1,5MG + 1MG",63,"273830 | CITIDINA, PRINCÍPIO ATIVO:5-MONOFOSFATO, ASSOC [P1191]"
"273831 | CITIDINA, PRINCÍPIO ATIVO:5-MONOFOSFATO, ASSOCIADA COM URIDINA 5-TRIFOSFATO, COMPOSIÇÃO:E COM HIDROXICOBALAMINA ACETATO, CONCENTRAÇÃO:5MG + 3,MG + 2MG, APRESENTAÇÃO:PÓ LIOFILIZADO PARA INJETÁVEL + DILUENTE 2ML","273831 | CITIDINA, PRINCÍPIO ATIVO:5-MONOFOSFATO, ASSOCIADA COM URIDINA 5-TRIFOSFATO, COMPOSIÇÃO:E COM HIDROXICOBALAMINA ACETATO, CONCENTRAÇÃO:5MG + 3,MG + 2MG, APRESENTAÇÃO:PÓ LIOFILIZADO PARA INJETÁVEL + DILUENTE 2ML",2,"273831 | CITIDINA, PRINCÍPIO ATIVO:5-MONOFOSFATO, ASSOC [P1192]"
"273836 | INSULINA, ORIGEM:GLARGINA, DOSAGEM:100UI/ML, APLICAÇÃO:INJETÁVEL","273836 | INSULINA, ORIGEM:GLARGINA, DOSAGEM:100UI/ML, APLICAÇÃO:INJETÁVEL",216,"273836 | INSULINA, ORIGEM:GLARGINA, DOSAGEM:100UI/ML, A [P1193]"
"273838 | SIBUTRAMINA, CONCENTRAÇÃO:10 MG","273838 | SIBUTRAMINA, CONCENTRAÇÃO:10 MG",5,"273838 | SIBUTRAMINA, CONCENTRAÇÃO:10 MG [P1194]"
"273839 | SIBUTRAMINA, CONCENTRAÇÃO:15 MG","273839 | SIBUTRAMINA, CONCENTRAÇÃO:15 MG",10,"273839 | SIBUTRAMINA, CONCENTRAÇÃO:15 MG [P1195]"
"273892 | BUDESONIDA, CONCENTRAÇÃO:0,5MG/ML, TIPO MEDICAMENTO:SUSPENSÃO PARA NEBULIZAÇÃO","273892 | BUDESONIDA, CONCENTRAÇÃO:0,5MG/ML, TIPO MEDICAMENTO:SUSPENSÃO PARA NEBULIZAÇÃO",11,"273892 | BUDESONIDA, CONCENTRAÇÃO:0,5MG/ML, TIPO MEDICA [P1196]"
"273893 | BUDESONIDA, CONCENTRAÇÃO:0,25MG/ML, TIPO MEDICAMENTO:SUSPENSÃO PARA NEBULIZAÇÃO","273893 | BUDESONIDA, CONCENTRAÇÃO:0,25MG/ML, TIPO MEDICAMENTO:SUSPENSÃO PARA NEBULIZAÇÃO",30,"273893 | BUDESONIDA, CONCENTRAÇÃO:0,25MG/ML, TIPO MEDIC [P1197]"
"273902 | ÓLEO DE AMÊNDOAS, TIPO:DOCE, TIPO USO:USO TÓPICO","273902 | ÓLEO DE AMÊNDOAS, TIPO:DOCE, TIPO USO:USO TÓPICO",1,"273902 | ÓLEO DE AMÊNDOAS, TIPO:DOCE, TIPO USO:USO TÓPI [P1198]"
"273931 | ORLISTATE, DOSAGEM:120 MG","273931 | ORLISTATE, DOSAGEM:120 MG",67,"273931 | ORLISTATE, DOSAGEM:120 MG [P1199]"
"273939 | PARECOXIBE SÓDICO, DOSAGEM:40 MG, APLICAÇÃO:INJETÁVEL","273939 | PARECOXIBE SÓDICO, DOSAGEM:40 MG, APLICAÇÃO:INJETÁVEL",3,"273939 | PARECOXIBE SÓDICO, DOSAGEM:40 MG, APLICAÇÃO:IN [P1200]"
"273940 | PAROXETINA CLORIDRATO, DOSAGEM:20 MG","273940 | PAROXETINA CLORIDRATO, DOSAGEM:20 MG",563,"273940 | PAROXETINA CLORIDRATO, DOSAGEM:20 MG [P1201]"
"273941 | PAROXETINA CLORIDRATO, DOSAGEM:30 MG","273941 | PAROXETINA CLORIDRATO, DOSAGEM:30 MG",40,"273941 | PAROXETINA CLORIDRATO, DOSAGEM:30 MG [P1202]"
"273944 | PERINDOPRIL, DOSAGEM:4 MG","273944 | PERINDOPRIL, DOSAGEM:4 MG",5,"273944 | PERINDOPRIL, DOSAGEM:4 MG [P1203]"
"273952 | PROGESTERONA, DOSAGEM:200 MG","273952 | PROGESTERONA, DOSAGEM:200 MG",157,"273952 | PROGESTERONA, DOSAGEM:200 MG [P1204]"
"273953 | PROGESTERONA, DOSAGEM:100MG","273953 | PROGESTERONA, DOSAGEM:100MG",38,"273953 | PROGESTERONA, DOSAGEM:100MG [P1205]"
"274031 | AMOXICILINA, PRINCÍPIO ATIVO:ASSOCIADA COM SULBACTAM, CONCENTRAÇÃO:250MG + 250MG","274031 | AMOXICILINA, PRINCÍPIO ATIVO:ASSOCIADA COM SULBACTAM, CONCENTRAÇÃO:250MG + 250MG",2,"274031 | AMOXICILINA, PRINCÍPIO ATIVO:ASSOCIADA COM SUL [P1206]"
"274033 | FENOTEROL BROMIDRATO, DOSAGEM:0,5MG/ML, APRESENTAÇÃO:XAROPE","274033 | FENOTEROL BROMIDRATO, DOSAGEM:0,5MG/ML, APRESENTAÇÃO:XAROPE",2,"274033 | FENOTEROL BROMIDRATO, DOSAGEM:0,5MG/ML, APRESE [P1207]"
"274034 | FENOTEROL BROMIDRATO, DOSAGEM:0,25MG/ML, APRESENTAÇÃO:XAROPE","274034 | FENOTEROL BROMIDRATO, DOSAGEM:0,25MG/ML, APRESENTAÇÃO:XAROPE",1,"274034 | FENOTEROL BROMIDRATO, DOSAGEM:0,25MG/ML, APRES [P1208]"
"274036 | PIROXICAM, CONCENTRAÇÃO:20 MG","274036 | PIROXICAM, CONCENTRAÇÃO:20 MG",120,"274036 | PIROXICAM, CONCENTRAÇÃO:20 MG [P1209]"
"274037 | PIROXICAM, CONCENTRAÇÃO:20 MG, APRESENTAÇÃO:DISSOLUÇÃO INSTANTÂNEA","274037 | PIROXICAM, CONCENTRAÇÃO:20 MG, APRESENTAÇÃO:DISSOLUÇÃO INSTANTÂNEA",5,"274037 | PIROXICAM, CONCENTRAÇÃO:20 MG, APRESENTAÇÃO:DI [P1210]"
"274042 | PIROXICAM, COMPOSIÇÃO:COMPLEXADO COM BETA-CICLODEXTRINA, CONCENTRAÇÃO:20 MG","274042 | PIROXICAM, COMPOSIÇÃO:COMPLEXADO COM BETA-CICLODEXTRINA, CONCENTRAÇÃO:20 MG",1,"274042 | PIROXICAM, COMPOSIÇÃO:COMPLEXADO COM BETA-CICL [P1211]"
"274115 | GELATINA FLUIDA MODIFICADA (SUCCINILGELATINA), CONCENTRAÇÃO:3,5%, TIPO MEDICAMENTO:SOLUÇÃO INJETÁVEL","274115 | GELATINA FLUIDA MODIFICADA (SUCCINILGELATINA), CONCENTRAÇÃO:3,5%, TIPO MEDICAMENTO:SOLUÇÃO INJETÁVEL",1,"274115 | GELATINA FLUIDA MODIFICADA (SUCCINILGELATINA), [P1212]"
"274149 | ERTAPENEM SÓDICO, DOSAGEM:1 G, APRESENTAÇÃO:INJETÁVEL","274149 | ERTAPENEM SÓDICO, DOSAGEM:1 G, APRESENTAÇÃO:INJETÁVEL",43,"274149 | ERTAPENEM SÓDICO, DOSAGEM:1 G, APRESENTAÇÃO:IN [P1213]"
"274150 | NIFEDIPINO, DOSAGEM:30 MG","274150 | NIFEDIPINO, DOSAGEM:30 MG",1,"274150 | NIFEDIPINO, DOSAGEM:30 MG [P1214]"
"274186 | ESOMEPRAZOL, COMPOSIÇÃO:SAL MAGNÉSICO, CONCENTRAÇÃO:20 MG","274186 | ESOMEPRAZOL, COMPOSIÇÃO:SAL MAGNÉSICO, CONCENTRAÇÃO:20 MG",60,"274186 | ESOMEPRAZOL, COMPOSIÇÃO:SAL MAGNÉSICO, CONCENT [P1215]"
"274187 | ESOMEPRAZOL, COMPOSIÇÃO:SAL MAGNÉSICO, CONCENTRAÇÃO:40 MG","274187 | ESOMEPRAZOL, COMPOSIÇÃO:SAL MAGNÉSICO, CONCENTRAÇÃO:40 MG",110,"274187 | ESOMEPRAZOL, COMPOSIÇÃO:SAL MAGNÉSICO, CONCENT [P1216]"
"274190 | BRIMONIDINA TARTARATO, DOSAGEM:5 MG/ML, APRESENTAÇÃO:COLÍRIO","274190 | BRIMONIDINA TARTARATO, DOSAGEM:5 MG/ML, APRESENTAÇÃO:COLÍRIO",6,"274190 | BRIMONIDINA TARTARATO, DOSAGEM:5 MG/ML, APRESE [P1217]"
"274191 | BRIMONIDINA TARTARATO, DOSAGEM:1,5 MG/ML, APRESENTAÇÃO:COLÍRIO","274191 | BRIMONIDINA TARTARATO, DOSAGEM:1,5 MG/ML, APRESENTAÇÃO:COLÍRIO",13,"274191 | BRIMONIDINA TARTARATO, DOSAGEM:1,5 MG/ML, APRE [P1218]"
"274225 | RETINOL, COMPOSIÇÃO:ASSOCIADA COM COLECALCIFEROL, CONCENTRAÇÃO:4.400UI + 22.000UI/ML, APLICAÇÃO:SOLUÇÃO ORAL OLEOSA","274225 | RETINOL, COMPOSIÇÃO:ASSOCIADA COM COLECALCIFEROL, CONCENTRAÇÃO:4.400UI + 22.000UI/ML, APLICAÇÃO:SOLUÇÃO ORAL OLEOSA",1,"274225 | RETINOL, COMPOSIÇÃO:ASSOCIADA COM COLECALCIFER [P1219]"
"274227 | GLICOSAMINA, COMPOSIÇÃO:ASSOCIADA COM CONDROITINA, EM SAIS SULFATOS, CONCENTRAÇÃO:500MG + 400MG","274227 | GLICOSAMINA, COMPOSIÇÃO:ASSOCIADA COM CONDROITINA, EM SAIS SULFATOS, CONCENTRAÇÃO:500MG + 400MG",145,"274227 | GLICOSAMINA, COMPOSIÇÃO:ASSOCIADA COM CONDROIT [P1220]"
"274348 | LUVA PARA PROCEDIMENTO NÃO CIRÚRGICO, MATERIAL:LÁTEX NATURAL ÍNTEGRO E UNIFORME, TAMANHO:GRANDE, CARACTERÍSTICAS ADICIONAIS:SEM PÓ, ANTIDERRAPANTE, COMPRIMENTO CANO:MÍNIMO 80 MM, TIPO:AMBIDESTRA, TIPO USO:DESCARTÁVEL, MODELO:FORMATO ANATÔMICO","274348 | LUVA PARA PROCEDIMENTO NÃO CIRÚRGICO, MATERIAL:LÁTEX NATURAL ÍNTEGRO E UNIFORME, TAMANHO:GRANDE, CARACTERÍSTICAS ADICIONAIS:SEM PÓ, ANTIDERRAPANTE, COMPRIMENTO CANO:MÍNIMO 80 MM, TIPO:AMBIDESTRA, TIPO USO:DESCARTÁVEL, MODELO:FORMATO ANATÔMICO",14,"274348 | LUVA PARA PROCEDIMENTO NÃO CIRÚRGICO, MATERIAL [P1221]"
"274393 | IPRATRÓPIO BROMETO, DOSAGEM:0,02MG/DOSE, INDICAÇÃO:+ SALBUTAMOL 0,12MG/DOSE, USO:AEROSSOL + FRASCO DOSIFICADOR","274393 | IPRATRÓPIO BROMETO, DOSAGEM:0,02MG/DOSE, INDICAÇÃO:+ SALBUTAMOL 0,12MG/DOSE, USO:AEROSSOL + FRASCO DOSIFICADOR",4,"274393 | IPRATRÓPIO BROMETO, DOSAGEM:0,02MG/DOSE, INDIC [P1222]"
"274438 | VALSARTANA, DOSAGEM:80 MG","274438 | VALSARTANA, DOSAGEM:80 MG",95,"274438 | VALSARTANA, DOSAGEM:80 MG [P1223]"
"274467 | HIALURONATO DE SÓDIO, CONCENTRAÇÃO:1%, INDICAÇÃO:SOLUÇÃO INJETÁVEL","274467 | HIALURONATO DE SÓDIO, CONCENTRAÇÃO:1%, INDICAÇÃO:SOLUÇÃO INJETÁVEL",26,"274467 | HIALURONATO DE SÓDIO, CONCENTRAÇÃO:1%, INDICAÇ [P1224]"
"274468 | HIALURONATO DE SÓDIO, CONCENTRAÇÃO:2%, INDICAÇÃO:SOLUÇÃO INJETÁVEL","274468 | HIALURONATO DE SÓDIO, CONCENTRAÇÃO:2%, INDICAÇÃO:SOLUÇÃO INJETÁVEL",3,"274468 | HIALURONATO DE SÓDIO, CONCENTRAÇÃO:2%, INDICAÇ [P1225]"
"274482 | ISOXSUPRINA CLORIDRATO, DOSAGEM:10 MG","274482 | ISOXSUPRINA CLORIDRATO, DOSAGEM:10 MG",35,"274482 | ISOXSUPRINA CLORIDRATO, DOSAGEM:10 MG [P1226]"
"274484 | VITELINATO DE PRATA, CONCENTRAÇÃO:1 %, INDICAÇÃO:SOLUÇÃO OFTÁLMICA","274484 | VITELINATO DE PRATA, CONCENTRAÇÃO:1 %, INDICAÇÃO:SOLUÇÃO OFTÁLMICA",4,"274484 | VITELINATO DE PRATA, CONCENTRAÇÃO:1 %, INDICAÇ [P1227]"
"274497 | CLORTALIDONA, DOSAGEM:25 MG","274497 | CLORTALIDONA, DOSAGEM:25 MG",133,"274497 | CLORTALIDONA, DOSAGEM:25 MG [P1228]"
"274502 | CEFACLOR MONOIDRATO, DOSAGEM:50 MG/ML, APRESENTAÇÃO:SUSPENSÃO ORAL","274502 | CEFACLOR MONOIDRATO, DOSAGEM:50 MG/ML, APRESENTAÇÃO:SUSPENSÃO ORAL",7,"274502 | CEFACLOR MONOIDRATO, DOSAGEM:50 MG/ML, APRESEN [P1229]"
"274506 | CANDESARTANA, DOSAGEM:8 MG","274506 | CANDESARTANA, DOSAGEM:8 MG",39,"274506 | CANDESARTANA, DOSAGEM:8 MG [P1230]"
"274561 | TROPICAMIDA, DOSAGEM:1%, APRESENTAÇÃO:SOLUÇÃO OFTÁLMICA","274561 | TROPICAMIDA, DOSAGEM:1%, APRESENTAÇÃO:SOLUÇÃO OFTÁLMICA",153,"274561 | TROPICAMIDA, DOSAGEM:1%, APRESENTAÇÃO:SOLUÇÃO  [P1231]"
"274567 | VITAMINAS DO COMPLEXO B, COMPOSIÇÃO BÁSICA:B1 + B6 + B12, USO:SOLUÇÃO INJETÁVEL","274567 | VITAMINAS DO COMPLEXO B, COMPOSIÇÃO BÁSICA:B1 + B6 + B12, USO:SOLUÇÃO INJETÁVEL",135,"274567 | VITAMINAS DO COMPLEXO B, COMPOSIÇÃO BÁSICA:B1  [P1232]"
"274568 | VITAMINAS DO COMPLEXO B, COMPOSIÇÃO BÁSICA:B7 + B9 + B12, USO:SOLUÇÃO INJETÁVEL","274568 | VITAMINAS DO COMPLEXO B, COMPOSIÇÃO BÁSICA:B7 + B9 + B12, USO:SOLUÇÃO INJETÁVEL",32,"274568 | VITAMINAS DO COMPLEXO B, COMPOSIÇÃO BÁSICA:B7  [P1233]"
"274573 | FENILEFRINA CLORIDRATO, CONCENTRAÇÃO:10MG/ML, INDICAÇÃO:INJETÁVEL","274573 | FENILEFRINA CLORIDRATO, CONCENTRAÇÃO:10MG/ML, INDICAÇÃO:INJETÁVEL",9,"274573 | FENILEFRINA CLORIDRATO, CONCENTRAÇÃO:10MG/ML,  [P1234]"
"274576 | DI-HIDROERGOCRISTINA MESILATO, DOSAGEM:6 MG","274576 | DI-HIDROERGOCRISTINA MESILATO, DOSAGEM:6 MG",7,"274576 | DI-HIDROERGOCRISTINA MESILATO, DOSAGEM:6 MG [P1235]"
